Crypto,Date,Time - 24 Hour Format,Time - 12 Hour Format,volume,open,Close Minus Open,Adj Close Minus Open,Close Minus Adj Close,High Minus Open,High Minus Close,High Minus Adj Close,High Minus Low,close,adj_close,high,low,Trade Impact
AXEL-USD,29-09-2023,00:00:00,12:00 AM,3889.0,0.126130998,-0.005425996999999999,-0.005425996999999999,0.0,0.004511997,0.009937994,0.009937994,0.010543995,0.12070500099999999,0.12070500099999999,0.130642995,0.120099001,Negative Impact
AVAX-USD,27-09-2024,00:00:00,12:00 AM,429836781.0,29.15449905,1.294790268,1.294790268,0.0,1.6302471159999998,0.33545684800000003,0.33545684800000003,1.826107025,30.44928932,30.44928932,30.78474617,28.95863914,Positive Impact
ADA-USD,02-03-2018,00:00:00,12:00 AM,107240000.0,0.30442398800000003,-0.010919988,-0.010919988,0.0,0.002634019,0.013554007,0.013554007,0.018182993,0.293504,0.293504,0.30705800699999997,0.288875014,Negative Impact
HYDRA-USD,04-02-2024,00:00:00,12:00 AM,90599.0,0.587886989,-0.017242014,-0.017242014,0.0,0.023064017000000003,0.040306032,0.040306032,0.04667902,0.570644975,0.570644975,0.610951006,0.5642719860000001,Negative Impact
RWA-USD,29-06-2024,00:00:00,12:00 AM,33212.0,0.072460003,-0.000379004,-0.000379004,0.0,0.000359997,0.0007390010000000001,0.0007390010000000001,0.000932001,0.07208099999999999,0.07208099999999999,0.07282000000000001,0.071888,Negative Impact
XCP-USD,06-05-2022,00:00:00,12:00 AM,67388.0,6.953909874,-0.19853401199999998,-0.19853401199999998,0.0,0.00978899,0.20832300199999998,0.20832300199999998,1.820109844,6.755375862,6.755375862,6.9636988639999995,5.14358902,Negative Impact
USDT-USD,10-07-2018,00:00:00,12:00 AM,2974149888.0,1.007310033,-0.006110071999999999,-0.006110071999999999,0.0,0.004289985,0.010400056999999999,0.010400056999999999,0.013781011000000001,1.001199961,1.001199961,1.011600018,0.997819006,Negative Impact
RARI-USD,08-04-2023,00:00:00,12:00 AM,282083.0,1.5851709840000001,0.011126041000000001,0.011126041000000001,0.0,0.027835965,0.016709923999999998,0.016709923999999998,0.03212297,1.596297026,1.596297026,1.613006949,1.58088398,Positive Impact
PXC-USD,08-07-2017,00:00:00,12:00 AM,2156.0,0.005393,-0.000557,-0.000557,0.0,0.001689,0.002246,0.002246,0.0031219999999999998,0.004836,0.004836,0.007081999999999999,0.00396,Negative Impact
KEY-USD,24-06-2021,00:00:00,12:00 AM,2975918.0,0.00827,-0.00022700099999999998,-0.00022700099999999998,0.0,0.00015,0.000377,0.000377,0.000798,0.008043000000000002,0.008043000000000002,0.00842,0.007622,Negative Impact
CAS-USD,17-07-2018,00:00:00,12:00 AM,851481.0,0.028917,0.004321001,0.004321001,0.0,0.004579999,0.000258997,0.000258997,0.004882999,0.033238001,0.033238001,0.033496998,0.028613998999999998,Positive Impact
VSG-USD,12-07-2024,00:00:00,12:00 AM,34618.0,0.000843,-0.000154,-0.000154,0.0,0.0,0.000154,0.000154,0.000157,0.0006889999999999999,0.0006889999999999999,0.000843,0.000686,Negative Impact
BBF-USD,29-09-2022,00:00:00,12:00 AM,113427.0,3.257865906,-0.163276911,-0.163276911,0.0,0.126531124,0.289808035,0.289808035,0.309062958,3.094588995,3.094588995,3.38439703,3.075334072,Negative Impact
UNP-USD,28-03-2024,00:00:00,12:00 AM,52225.0,0.041839997999999996,0.001288,0.001288,0.0,0.005104002,0.003816001,0.003816001,0.00584,0.04312799900000001,0.04312799900000001,0.046944,0.041104,Positive Impact
SETH2-USD,29-12-2024,00:00:00,12:00 AM,5434.0,3339.40625,-28.13183594,-28.13183594,0.0,44.578125,72.70996094,72.70996094,72.70996094,3311.274414,3311.274414,3383.984375,3311.274414,Negative Impact
SCP-USD,31-12-2020,00:00:00,12:00 AM,1949.0,0.090535,-0.001818001,-0.001818001,0.0,0.001270004,0.003088005,0.003088005,0.0053630019999999995,0.088716999,0.088716999,0.09180500400000001,0.08644200099999999,Negative Impact
VR-USD,01-02-2023,00:00:00,12:00 AM,803896.0,0.008065000000000001,0.00026000000000000003,0.00026000000000000003,0.0,0.00044100000000000004,0.000181,0.000181,0.0007019999999999999,0.008325,0.008325,0.008506,0.007804000000000001,Positive Impact
EPIC-USD,31-07-2020,00:00:00,12:00 AM,42171.0,0.214263007,-0.052575007,-0.052575007,0.0,0.016737998,0.069313005,0.069313005,0.070496008,0.161688,0.161688,0.231001005,0.16050499699999998,Negative Impact
CSIX-USD,26-09-2023,00:00:00,12:00 AM,1160347.0,0.017529,-0.000185,-0.000185,0.0,3.4e-05,0.00021900099999999997,0.00021900099999999997,0.00030600099999999997,0.017344,0.017344,0.017563,0.017256999,Negative Impact
TFUEL-USD,06-01-2021,00:00:00,12:00 AM,13771392.0,0.030189999999999998,0.000332,0.000332,0.0,0.001939999,0.001607999,0.001607999,0.0024839989999999998,0.030522000000000004,0.030522000000000004,0.032129999,0.029646,Positive Impact
ARRR-USD,21-12-2022,00:00:00,12:00 AM,36236.0,0.35897401,-0.0077060159999999996,-0.0077060159999999996,0.0,0.001219988,0.008926004,0.008926004,0.014793009,0.35126799299999995,0.35126799299999995,0.36019399799999996,0.345400989,Negative Impact
PORK29220-USD,05-09-2024,00:00:00,12:00 AM,1676269.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No Impact
AMPL-USD,28-06-2019,00:00:00,12:00 AM,468404.0,2.000699997,0.0,0.0,0.0,0.0,0.0,0.0,0.0352,2.000699997,2.000699997,2.000699997,1.9654999969999998,No Impact
IAG-USD,22-11-2021,00:00:00,12:00 AM,95064.0,0.05122499900000001,-0.005195998,-0.005195998,0.0,0.0,0.005195998,0.005195998,0.0066749980000000006,0.04602900099999999,0.04602900099999999,0.05122499900000001,0.044550002000000005,Negative Impact
WSI20848-USD,25-11-2024,00:00:00,12:00 AM,105745.0,0.009356999999999999,-0.000206,-0.000206,0.0,0.00042699999999999997,0.000633,0.000633,0.000676,0.009151000000000001,0.009151000000000001,0.009784000000000001,0.009108,Negative Impact
VDOT-USD,23-01-2021,00:00:00,12:00 AM,0.0,0.343805999,0.028769016,0.028769016,0.0,0.031899989,0.003130972,0.003130972,0.037731975,0.372575015,0.372575015,0.375705987,0.33797401200000005,Positive Impact
